region,geography_level,fiscal_year_end_year,fiscal_year_label,period_start_date,period_end_date,data_type,series,record_type,capacity_gw,module_type,value_basis
India,Country,2036,FY2035-36,2035-04-01,2036-03-31,Forecast,High,Annual addition,134.1616021978,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
India,Country,2037,FY2036-37,2036-04-01,2037-03-31,Forecast,Conservative,Annual addition,37.7501771395,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
India,Country,2037,FY2036-37,2036-04-01,2037-03-31,Forecast,Medium,Annual addition,79.4642258342,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
India,Country,2037,FY2036-37,2036-04-01,2037-03-31,Forecast,High,Annual addition,132.0105722661,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
India,Country,2038,FY2037-38,2037-04-01,2038-03-31,Forecast,Conservative,Annual addition,31.4999219240,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
India,Country,2038,FY2037-38,2037-04-01,2038-03-31,Forecast,Medium,Annual addition,70.9742038496,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
India,Country,2038,FY2037-38,2037-04-01,2038-03-31,Forecast,High,Annual addition,125.4182824786,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
India,Country,2039,FY2038-39,2038-04-01,2039-03-31,Forecast,Conservative,Annual addition,25.7295958985,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
India,Country,2039,FY2038-39,2038-04-01,2039-03-31,Forecast,Medium,Annual addition,61.5850606128,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
India,Country,2039,FY2038-39,2038-04-01,2039-03-31,Forecast,High,Annual addition,115.2477815829,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
India,Country,2040,FY2039-40,2039-04-01,2040-03-31,Forecast,Conservative,Annual addition,20.6524847012,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
India,Country,2040,FY2039-40,2039-04-01,2040-03-31,Forecast,Medium,Annual addition,52.1118238329,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
India,Country,2040,FY2039-40,2039-04-01,2040-03-31,Forecast,High,Annual addition,102.7023360702,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
India,Country,2041,FY2040-41,2040-04-01,2041-03-31,Forecast,Conservative,Annual addition,16.3460793810,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
India,Country,2041,FY2040-41,2040-04-01,2041-03-31,Forecast,Medium,Annual addition,43.1662483438,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
India,Country,2041,FY2040-41,2040-04-01,2041-03-31,Forecast,High,Annual addition,89.0501842426,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
India,Country,2042,FY2041-42,2041-04-01,2042-03-31,Forecast,Conservative,Annual addition,12.7944420853,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
India,Country,2042,FY2041-42,2041-04-01,2042-03-31,Forecast,Medium,Annual addition,35.1296543237,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
India,Country,2042,FY2041-42,2041-04-01,2042-03-31,Forecast,High,Annual addition,75.3977509977,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
India,Country,2043,FY2042-43,2042-04-01,2043-03-31,Forecast,Conservative,Annual addition,9.9275301100,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
India,Country,2043,FY2042-43,2042-04-01,2043-03-31,Forecast,Medium,Annual addition,28.1802147797,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
India,Country,2043,FY2042-43,2042-04-01,2043-03-31,Forecast,High,Annual addition,62.5632095088,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
India,Country,2044,FY2043-44,2043-04-01,2044-03-31,Forecast,Conservative,Annual addition,7.6510155939,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
India,Country,2044,FY2043-44,2043-04-01,2044-03-31,Forecast,Medium,Annual addition,22.3453230020,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
India,Country,2044,FY2043-44,2043-04-01,2044-03-31,Forecast,High,Annual addition,51.0500230249,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
India,Country,2045,FY2044-45,2044-04-01,2045-03-31,Forecast,Conservative,Annual addition,5.8658081262,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
India,Country,2045,FY2044-45,2044-04-01,2045-03-31,Forecast,Medium,Annual addition,17.5564708150,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
India,Country,2045,FY2044-45,2044-04-01,2045-03-31,Forecast,High,Annual addition,41.0885109180,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
India,Country,2046,FY2045-46,2045-04-01,2046-03-31,Forecast,Conservative,Annual addition,4.4791530330,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
India,Country,2046,FY2045-46,2045-04-01,2046-03-31,Forecast,Medium,Annual addition,13.6945712362,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
India,Country,2046,FY2045-46,2045-04-01,2046-03-31,Forecast,High,Annual addition,32.7075135083,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
India,Country,2047,FY2046-47,2046-04-01,2047-03-31,Forecast,Conservative,Annual addition,3.4098407798,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
India,Country,2047,FY2046-47,2046-04-01,2047-03-31,Forecast,Medium,Annual addition,10.6220641537,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
India,Country,2047,FY2046-47,2046-04-01,2047-03-31,Forecast,High,Annual addition,25.8078343826,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
India,Country,2048,FY2047-48,2047-04-01,2048-03-31,Forecast,Conservative,Annual addition,2.5897602346,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
India,Country,2048,FY2047-48,2047-04-01,2048-03-31,Forecast,Medium,Annual addition,8.2028978893,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
India,Country,2048,FY2047-48,2047-04-01,2048-03-31,Forecast,High,Annual addition,20.2225627642,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
India,Country,2049,FY2048-49,2048-04-01,2049-03-31,Forecast,Conservative,Annual addition,1.9634309232,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
India,Country,2049,FY2048-49,2048-04-01,2049-03-31,Forecast,Medium,Annual addition,6.3132947257,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
India,Country,2049,FY2048-49,2048-04-01,2049-03-31,Forecast,High,Annual addition,15.7598867101,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
India,Country,2050,FY2049-50,2049-04-01,2050-03-31,Forecast,Conservative,Annual addition,1.4865799012,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
India,Country,2050,FY2049-50,2049-04-01,2050-03-31,Forecast,Medium,Annual addition,4.8463334894,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
India,Country,2050,FY2049-50,2049-04-01,2050-03-31,Forecast,High,Annual addition,12.2299211748,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Karnataka,State,2014,FY2013-14,,2014-03-31,Historical,Actual,Opening stock,0.03686,Unspecified,Observed cumulative stock as of 2014-03-31; installation-age distribution unresolved
Karnataka,State,2015,FY2014-15,2014-04-01,2015-03-31,Historical,Actual,Annual addition,0.04709,Unspecified,Difference of consecutive historical cumulative capacities
Karnataka,State,2016,FY2015-16,2015-04-01,2016-03-31,Historical,Actual,Annual addition,0.07446,Unspecified,Difference of consecutive historical cumulative capacities
Karnataka,State,2017,FY2016-17,2016-04-01,2017-03-31,Historical,Actual,Annual addition,0.88877,Unspecified,Difference of consecutive historical cumulative capacities
Karnataka,State,2018,FY2017-18,2017-04-01,2018-03-31,Historical,Actual,Annual addition,3.80769,Unspecified,Difference of consecutive historical cumulative capacities
Karnataka,State,2019,FY2018-19,2018-04-01,2019-03-31,Historical,Actual,Annual addition,1.28899,Unspecified,Difference of consecutive historical cumulative capacities
Karnataka,State,2020,FY2019-20,2019-04-01,2020-03-31,Historical,Actual,Annual addition,0.95582,Unspecified,Difference of consecutive historical cumulative capacities
Karnataka,State,2021,FY2020-21,2020-04-01,2021-03-31,Historical,Actual,Annual addition,0.31666,Unspecified,Difference of consecutive historical cumulative capacities
Karnataka,State,2022,FY2021-22,2021-04-01,2022-03-31,Historical,Actual,Annual addition,0.17447,Unspecified,Difference of consecutive historical cumulative capacities
Karnataka,State,2023,FY2022-23,2022-04-01,2023-03-31,Historical,Actual,Annual addition,0.6506,Unspecified,Difference of consecutive historical cumulative capacities
Karnataka,State,2024,FY2023-24,2023-04-01,2024-03-31,Historical,Actual,Annual addition,0.30327,Unspecified,Difference of consecutive historical cumulative capacities
Karnataka,State,2025,FY2024-25,2024-04-01,2025-03-31,Historical,Actual,Annual addition,1.13498,Unspecified,Difference of consecutive historical cumulative capacities
Karnataka,State,2026,FY2025-26,2025-04-01,2026-03-31,Historical,Actual,Annual addition,1.42198,Unspecified,Difference of consecutive historical cumulative capacities
Karnataka,State,2027,FY2026-27,2026-04-01,2027-03-31,Forecast,Conservative,Annual addition,0.5030443635,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Karnataka,State,2027,FY2026-27,2026-04-01,2027-03-31,Forecast,Medium,Annual addition,0.7463353211,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Karnataka,State,2027,FY2026-27,2026-04-01,2027-03-31,Forecast,High,Annual addition,0.8563749181,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Karnataka,State,2028,FY2027-28,2027-04-01,2028-03-31,Forecast,Conservative,Annual addition,0.7301634869,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Karnataka,State,2028,FY2027-28,2027-04-01,2028-03-31,Forecast,Medium,Annual addition,0.8181785459,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Karnataka,State,2028,FY2027-28,2027-04-01,2028-03-31,Forecast,High,Annual addition,0.8578087971,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Karnataka,State,2029,FY2028-29,2028-04-01,2029-03-31,Forecast,Conservative,Annual addition,0.7086948518,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Karnataka,State,2029,FY2028-29,2028-04-01,2029-03-31,Forecast,Medium,Annual addition,0.8058511834,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Karnataka,State,2029,FY2028-29,2028-04-01,2029-03-31,Forecast,High,Annual addition,0.8493772931,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Karnataka,State,2030,FY2029-30,2029-04-01,2030-03-31,Forecast,Conservative,Annual addition,0.6876298980,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Karnataka,State,2030,FY2029-30,2029-04-01,2030-03-31,Forecast,Medium,Annual addition,0.7937095359,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Karnataka,State,2030,FY2029-30,2029-04-01,2030-03-31,Forecast,High,Annual addition,0.8410286489,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Karnataka,State,2031,FY2030-31,2030-04-01,2031-03-31,Forecast,Conservative,Annual addition,0.6669769145,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Karnataka,State,2031,FY2030-31,2030-04-01,2031-03-31,Forecast,Medium,Annual addition,0.7817508062,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Karnataka,State,2031,FY2030-31,2030-04-01,2031-03-31,Forecast,High,Annual addition,0.8327620505,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Karnataka,State,2032,FY2031-32,2031-04-01,2032-03-31,Forecast,Conservative,Annual addition,0.6467428224,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Karnataka,State,2032,FY2031-32,2031-04-01,2032-03-31,Forecast,Medium,Annual addition,0.7699722389,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Karnataka,State,2032,FY2031-32,2031-04-01,2032-03-31,Forecast,High,Annual addition,0.8245766919,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Karnataka,State,2033,FY2032-33,2032-04-01,2033-03-31,Forecast,Conservative,Annual addition,0.6269332435,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Karnataka,State,2033,FY2032-33,2032-04-01,2033-03-31,Forecast,Medium,Annual addition,0.7583711208,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Karnataka,State,2033,FY2032-33,2032-04-01,2033-03-31,Forecast,High,Annual addition,0.8164717751,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Karnataka,State,2034,FY2033-34,2033-04-01,2034-03-31,Forecast,Conservative,Annual addition,0.6075525711,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Karnataka,State,2034,FY2033-34,2033-04-01,2034-03-31,Forecast,Medium,Annual addition,0.7469447785,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Karnataka,State,2034,FY2033-34,2033-04-01,2034-03-31,Forecast,High,Annual addition,0.8084465096,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Karnataka,State,2035,FY2034-35,2034-04-01,2035-03-31,Forecast,Conservative,Annual addition,0.5886040397,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Karnataka,State,2035,FY2034-35,2034-04-01,2035-03-31,Forecast,Medium,Annual addition,0.7356905800,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Karnataka,State,2035,FY2034-35,2034-04-01,2035-03-31,Forecast,High,Annual addition,0.8005001131,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Karnataka,State,2036,FY2035-36,2035-04-01,2036-03-31,Forecast,Conservative,Annual addition,0.5700897949,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Karnataka,State,2036,FY2035-36,2035-04-01,2036-03-31,Forecast,Medium,Annual addition,0.7246059321,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Karnataka,State,2036,FY2035-36,2035-04-01,2036-03-31,Forecast,High,Annual addition,0.7926318106,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Karnataka,State,2037,FY2036-37,2036-04-01,2037-03-31,Forecast,Conservative,Annual addition,0.5520109613,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Karnataka,State,2037,FY2036-37,2036-04-01,2037-03-31,Forecast,Medium,Annual addition,0.7136882808,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Karnataka,State,2037,FY2036-37,2036-04-01,2037-03-31,Forecast,High,Annual addition,0.7848408350,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Karnataka,State,2038,FY2037-38,2037-04-01,2038-03-31,Forecast,Conservative,Annual addition,0.5343677109,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Karnataka,State,2038,FY2037-38,2037-04-01,2038-03-31,Forecast,Medium,Annual addition,0.7029351108,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Karnataka,State,2038,FY2037-38,2037-04-01,2038-03-31,Forecast,High,Annual addition,0.7771264265,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Karnataka,State,2039,FY2038-39,2038-04-01,2039-03-31,Forecast,Conservative,Annual addition,0.5171593291,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Karnataka,State,2039,FY2038-39,2038-04-01,2039-03-31,Forecast,Medium,Annual addition,0.6923439446,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Karnataka,State,2039,FY2038-39,2038-04-01,2039-03-31,Forecast,High,Annual addition,0.7694878330,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Karnataka,State,2040,FY2039-40,2039-04-01,2040-03-31,Forecast,Conservative,Annual addition,0.5003842783,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Karnataka,State,2040,FY2039-40,2039-04-01,2040-03-31,Forecast,Medium,Annual addition,0.6819123419,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Karnataka,State,2040,FY2039-40,2039-04-01,2040-03-31,Forecast,High,Annual addition,0.7619243094,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Karnataka,State,2041,FY2040-41,2040-04-01,2041-03-31,Forecast,Conservative,Annual addition,0.4840402621,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Karnataka,State,2041,FY2040-41,2040-04-01,2041-03-31,Forecast,Medium,Annual addition,0.6716378990,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Karnataka,State,2041,FY2040-41,2040-04-01,2041-03-31,Forecast,High,Annual addition,0.7544351185,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Karnataka,State,2042,FY2041-42,2041-04-01,2042-03-31,Forecast,Conservative,Annual addition,0.4681242842,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Karnataka,State,2042,FY2041-42,2041-04-01,2042-03-31,Forecast,Medium,Annual addition,0.6615182489,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Karnataka,State,2042,FY2041-42,2041-04-01,2042-03-31,Forecast,High,Annual addition,0.7470195297,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Karnataka,State,2043,FY2042-43,2042-04-01,2043-03-31,Forecast,Conservative,Annual addition,0.4526327079,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Karnataka,State,2043,FY2042-43,2042-04-01,2043-03-31,Forecast,Medium,Annual addition,0.6515510598,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Karnataka,State,2043,FY2042-43,2042-04-01,2043-03-31,Forecast,High,Annual addition,0.7396768200,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Karnataka,State,2044,FY2043-44,2043-04-01,2044-03-31,Forecast,Conservative,Annual addition,0.4375613123,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Karnataka,State,2044,FY2043-44,2043-04-01,2044-03-31,Forecast,Medium,Annual addition,0.6417340349,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Karnataka,State,2044,FY2043-44,2043-04-01,2044-03-31,Forecast,High,Annual addition,0.7324062735,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Karnataka,State,2045,FY2044-45,2044-04-01,2045-03-31,Forecast,Conservative,Annual addition,0.4229053454,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Karnataka,State,2045,FY2044-45,2044-04-01,2045-03-31,Forecast,Medium,Annual addition,0.6320649127,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Karnataka,State,2045,FY2044-45,2044-04-01,2045-03-31,Forecast,High,Annual addition,0.7252071810,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Karnataka,State,2046,FY2045-46,2045-04-01,2046-03-31,Forecast,Conservative,Annual addition,0.4086595759,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Karnataka,State,2046,FY2045-46,2045-04-01,2046-03-31,Forecast,Medium,Annual addition,0.6225414647,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Karnataka,State,2046,FY2045-46,2045-04-01,2046-03-31,Forecast,High,Annual addition,0.7180788405,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Karnataka,State,2047,FY2046-47,2046-04-01,2047-03-31,Forecast,Conservative,Annual addition,0.3948183425,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Karnataka,State,2047,FY2046-47,2046-04-01,2047-03-31,Forecast,Medium,Annual addition,0.6131614972,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Karnataka,State,2047,FY2046-47,2046-04-01,2047-03-31,Forecast,High,Annual addition,0.7110205570,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Karnataka,State,2048,FY2047-48,2047-04-01,2048-03-31,Forecast,Conservative,Annual addition,0.3813756000,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Karnataka,State,2048,FY2047-48,2047-04-01,2048-03-31,Forecast,Medium,Annual addition,0.6039228482,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Karnataka,State,2048,FY2047-48,2047-04-01,2048-03-31,Forecast,High,Annual addition,0.7040316420,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Karnataka,State,2049,FY2048-49,2048-04-01,2049-03-31,Forecast,Conservative,Annual addition,0.3683249633,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
